"","...1","Visitor/Neutral","Visitor Points","Home/Neutral","Home Points","id","year","win","team","season_id","margin","playoff"
"609",609,"TOR",130,"OKC",121,"202001150OKC",2020,0,"OKC","OKC-2020",-9,FALSE
"610",610,"CHO",86,"DEN",100,"202001150DEN",2020,1,"DEN","DEN-2020",14,FALSE
"611",611,"POR",117,"HOU",107,"202001150HOU",2020,0,"HOU","HOU-2020",-10,FALSE
"612",612,"DAL",127,"SAC",123,"202001150SAC",2020,0,"SAC","SAC-2020",-4,FALSE
"613",613,"ORL",119,"LAL",118,"202001150LAL",2020,0,"LAL","LAL-2020",-1,FALSE
"614",614,"PHO",121,"NYK",98,"202001160NYK",2020,0,"NYK","NYK-2020",-23,FALSE
"615",615,"BOS",123,"MIL",128,"202001160MIL",2020,1,"MIL","MIL-2020",5,FALSE
"616",616,"UTA",132,"NOP",138,"202001160NOP",2020,1,"NOP","NOP-2020",6,FALSE
"617",617,"DEN",134,"GSW",131,"202001160GSW",2020,0,"GSW","GSW-2020",-3,FALSE
"618",618,"ORL",95,"LAC",122,"202001160LAC",2020,1,"LAC","LAC-2020",27,FALSE
"619",619,"MIN",114,"IND",116,"202001170IND",2020,1,"IND","IND-2020",2,FALSE
"620",620,"CHI",89,"PHI",100,"202001170PHI",2020,1,"PHI","PHI-2020",11,FALSE
"621",621,"WAS",111,"TOR",140,"202001170TOR",2020,1,"TOR","TOR-2020",29,FALSE
"622",622,"CLE",109,"MEM",113,"202001170MEM",2020,1,"MEM","MEM-2020",4,FALSE
"623",623,"MIA",115,"OKC",108,"202001170OKC",2020,0,"OKC","OKC-2020",-7,FALSE
"624",624,"ATL",121,"SAS",120,"202001170SAS",2020,0,"SAS","SAS-2020",-1,FALSE
"625",625,"POR",112,"DAL",120,"202001170DAL",2020,1,"DAL","DAL-2020",8,FALSE
"626",626,"LAC",133,"NOP",130,"202001180NOP",2020,0,"NOP","NOP-2020",-3,FALSE
"627",627,"MIL",117,"BRK",97,"202001180BRK",2020,0,"BRK","BRK-2020",-20,FALSE
"628",628,"PHO",123,"BOS",119,"202001180BOS",2020,0,"BOS","BOS-2020",-4,FALSE
"629",629,"DET",136,"ATL",103,"202001180ATL",2020,0,"ATL","ATL-2020",-33,FALSE
"630",630,"PHI",90,"NYK",87,"202001180NYK",2020,0,"NYK","NYK-2020",-3,FALSE
"631",631,"CLE",116,"CHI",118,"202001180CHI",2020,1,"CHI","CHI-2020",2,FALSE
"632",632,"TOR",122,"MIN",112,"202001180MIN",2020,0,"MIN","MIN-2020",-10,FALSE
"633",633,"ORL",95,"GSW",109,"202001180GSW",2020,1,"GSW","GSW-2020",14,FALSE
"634",634,"LAL",124,"HOU",115,"202001180HOU",2020,0,"HOU","HOU-2020",-9,FALSE
"635",635,"POR",106,"OKC",119,"202001180OKC",2020,1,"OKC","OKC-2020",13,FALSE
"636",636,"SAC",101,"UTA",123,"202001180UTA",2020,1,"UTA","UTA-2020",22,FALSE
"637",637,"MIA",102,"SAS",107,"202001190SAS",2020,1,"SAS","SAS-2020",5,FALSE
"638",638,"IND",115,"DEN",107,"202001190DEN",2020,0,"DEN","DEN-2020",-8,FALSE
"639",639,"DET",100,"WAS",106,"202001200WAS",2020,1,"WAS","WAS-2020",6,FALSE
"640",640,"TOR",122,"ATL",117,"202001200ATL",2020,0,"ATL","ATL-2020",-5,FALSE
"641",641,"PHI",117,"BRK",111,"202001200BRK",2020,0,"BRK","BRK-2020",-6,FALSE
"642",642,"ORL",106,"CHO",83,"202001200CHO",2020,1,"ORL","ORL-2020",23,FALSE
"643",643,"NYK",106,"CLE",86,"202001200CLE",2020,0,"CLE","CLE-2020",-20,FALSE
"644",644,"OKC",112,"HOU",107,"202001200HOU",2020,0,"HOU","HOU-2020",-5,FALSE
"645",645,"NOP",126,"MEM",116,"202001200MEM",2020,0,"MEM","MEM-2020",-10,FALSE
"646",646,"SAC",113,"MIA",118,"202001200MIA",2020,1,"MIA","MIA-2020",5,FALSE
"647",647,"CHI",98,"MIL",111,"202001200MIL",2020,1,"MIL","MIL-2020",13,FALSE
"648",648,"LAL",107,"BOS",139,"202001200BOS",2020,1,"BOS","BOS-2020",32,FALSE
"649",649,"DEN",107,"MIN",100,"202001200MIN",2020,0,"MIN","MIN-2020",-7,FALSE
"650",650,"SAS",120,"PHO",118,"202001200PHO",2020,0,"PHO","PHO-2020",-2,FALSE
"651",651,"IND",88,"UTA",118,"202001200UTA",2020,1,"UTA","UTA-2020",30,FALSE
"652",652,"GSW",124,"POR",129,"202001200POR",2020,1,"POR","POR-2020",5,FALSE
"653",653,"LAC",110,"DAL",107,"202001210DAL",2020,0,"DAL","DAL-2020",-3,FALSE
"654",654,"SAC",106,"DET",127,"202001220DET",2020,1,"DET","DET-2020",21,FALSE
"655",655,"OKC",120,"ORL",114,"202001220ORL",2020,0,"ORL","ORL-2020",-6,FALSE
"656",656,"PHI",95,"TOR",107,"202001220TOR",2020,1,"TOR","TOR-2020",12,FALSE
"657",657,"LAC",95,"ATL",102,"202001220ATL",2020,1,"ATL","ATL-2020",7,FALSE
"658",658,"MEM",95,"BOS",119,"202001220BOS",2020,1,"BOS","BOS-2020",24,FALSE
"659",659,"WAS",129,"MIA",134,"202001220MIA",2020,1,"MIA","MIA-2020",5,FALSE
"660",660,"LAL",100,"NYK",92,"202001220NYK",2020,0,"NYK","NYK-2020",-8,FALSE
"661",661,"MIN",110,"CHI",117,"202001220CHI",2020,1,"CHI","CHI-2020",7,FALSE
"662",662,"DEN",105,"HOU",121,"202001220HOU",2020,1,"HOU","HOU-2020",16,FALSE
"663",663,"IND",112,"PHO",87,"202001220PHO",2020,0,"PHO","PHO-2020",-25,FALSE
"664",664,"SAS",121,"NOP",117,"202001220NOP",2020,0,"NOP","NOP-2020",-4,FALSE
"665",665,"UTA",129,"GSW",96,"202001220GSW",2020,0,"GSW","GSW-2020",-33,FALSE
"666",666,"WAS",124,"CLE",112,"202001230CLE",2020,0,"CLE","CLE-2020",-12,FALSE
"667",667,"LAL",128,"BRK",113,"202001230BRK",2020,0,"BRK","BRK-2020",-15,FALSE
"668",668,"DAL",133,"POR",125,"202001230POR",2020,0,"POR","POR-2020",-8,FALSE
"669",669,"MIL",116,"CHO",103,"202001240CHO",2020,1,"MIL","MIL-2020",13,FALSE
"670",670,"MEM",125,"DET",112,"202001240DET",2020,0,"DET","DET-2020",-13,FALSE
"671",671,"BOS",109,"ORL",98,"202001240ORL",2020,0,"ORL","ORL-2020",-11,FALSE
"672",672,"TOR",118,"NYK",112,"202001240NYK",2020,0,"NYK","NYK-2020",-6,FALSE
"673",673,"SAC",98,"CHI",81,"202001240CHI",2020,0,"CHI","CHI-2020",-17,FALSE
"674",674,"LAC",122,"MIA",117,"202001240MIA",2020,0,"MIA","MIA-2020",-5,FALSE
"675",675,"HOU",131,"MIN",124,"202001240MIN",2020,0,"MIN","MIN-2020",-7,FALSE
"676",676,"DEN",113,"NOP",106,"202001240NOP",2020,0,"NOP","NOP-2020",-7,FALSE
"677",677,"ATL",111,"OKC",140,"202001240OKC",2020,1,"OKC","OKC-2020",29,FALSE
"678",678,"PHO",103,"SAS",99,"202001240SAS",2020,0,"SAS","SAS-2020",-4,FALSE
"679",679,"IND",129,"GSW",118,"202001240GSW",2020,0,"GSW","GSW-2020",-11,FALSE
"680",680,"DAL",107,"UTA",112,"202001250UTA",2020,1,"UTA","UTA-2020",5,FALSE
"681",681,"BRK",121,"DET",111,"202001250DET",2020,0,"DET","DET-2020",-10,FALSE
"682",682,"CHI",118,"CLE",106,"202001250CLE",2020,0,"CLE","CLE-2020",-12,FALSE
"683",683,"OKC",113,"MIN",104,"202001250MIN",2020,0,"MIN","MIN-2020",-9,FALSE
"684",684,"LAL",91,"PHI",108,"202001250PHI",2020,1,"PHI","PHI-2020",17,FALSE
"685",685,"HOU",110,"DEN",117,"202001260DEN",2020,1,"DEN","DEN-2020",7,FALSE
"686",686,"TOR",110,"SAS",106,"202001260SAS",2020,0,"SAS","SAS-2020",-4,FALSE
"687",687,"WAS",133,"ATL",152,"202001260ATL",2020,1,"ATL","ATL-2020",19,FALSE
"688",688,"PHO",109,"MEM",114,"202001260MEM",2020,1,"MEM","MEM-2020",5,FALSE
"689",689,"BOS",108,"NOP",123,"202001260NOP",2020,1,"NOP","NOP-2020",15,FALSE
"690",690,"BRK",97,"NYK",110,"202001260NYK",2020,1,"NYK","NYK-2020",13,FALSE
"691",691,"LAC",112,"ORL",97,"202001260ORL",2020,0,"ORL","ORL-2020",-15,FALSE
"692",692,"IND",129,"POR",139,"202001260POR",2020,1,"POR","POR-2020",10,FALSE
"693",693,"CLE",115,"DET",100,"202001270DET",2020,0,"DET","DET-2020",-15,FALSE
"694",694,"ORL",92,"MIA",113,"202001270MIA",2020,1,"MIA","MIA-2020",21,FALSE
"695",695,"SAS",109,"CHI",110,"202001270CHI",2020,1,"CHI","CHI-2020",1,FALSE
"696",696,"SAC",133,"MIN",129,"202001270MIN",2020,0,"MIN","MIN-2020",-4,FALSE
"697",697,"DAL",107,"OKC",97,"202001270OKC",2020,0,"OKC","OKC-2020",-10,FALSE
"698",698,"HOU",126,"UTA",117,"202001270UTA",2020,0,"UTA","UTA-2020",-9,FALSE
"699",699,"NYK",92,"CHO",97,"202001280CHO",2020,0,"NYK","NYK-2020",-5,FALSE
"700",700,"GSW",104,"PHI",115,"202001280PHI",2020,1,"PHI","PHI-2020",11,FALSE
"701",701,"NOP",125,"CLE",111,"202001280CLE",2020,0,"CLE","CLE-2020",-14,FALSE
"702",702,"ATL",114,"TOR",130,"202001280TOR",2020,1,"TOR","TOR-2020",16,FALSE
"703",703,"DEN",96,"MEM",104,"202001280MEM",2020,1,"MEM","MEM-2020",8,FALSE
"704",704,"BOS",109,"MIA",101,"202001280MIA",2020,0,"MIA","MIA-2020",-8,FALSE
"705",705,"WAS",131,"MIL",151,"202001280MIL",2020,1,"MIL","MIL-2020",20,FALSE
"706",706,"PHO",133,"DAL",104,"202001280DAL",2020,0,"DAL","DAL-2020",-29,FALSE
"707",707,"CHI",106,"IND",115,"202001290IND",2020,1,"IND","IND-2020",9,FALSE
"708",708,"DET",115,"BRK",125,"202001290BRK",2020,1,"BRK","BRK-2020",10,FALSE
"709",709,"MEM",127,"NYK",106,"202001290NYK",2020,0,"NYK","NYK-2020",-21,FALSE
"710",710,"UTA",120,"SAS",127,"202001290SAS",2020,1,"SAS","SAS-2020",7,FALSE
"711",711,"HOU",112,"POR",125,"202001290POR",2020,1,"POR","POR-2020",13,FALSE
"712",712,"OKC",120,"SAC",100,"202001290SAC",2020,0,"SAC","SAC-2020",-20,FALSE
"713",713,"TOR",115,"CLE",109,"202001300CLE",2020,0,"CLE","CLE-2020",-6,FALSE
"714",714,"CHO",107,"WAS",121,"202001300WAS",2020,1,"WAS","WAS-2020",14,FALSE
"715",715,"PHI",117,"ATL",127,"202001300ATL",2020,1,"ATL","ATL-2020",10,FALSE
"716",716,"GSW",104,"BOS",119,"202001300BOS",2020,1,"BOS","BOS-2020",15,FALSE
"717",717,"UTA",100,"DEN",106,"202001300DEN",2020,1,"DEN","DEN-2020",6,FALSE
"718",718,"SAC",124,"LAC",103,"202001300LAC",2020,0,"LAC","LAC-2020",-21,FALSE
"719",719,"TOR",105,"DET",92,"202001310DET",2020,0,"DET","DET-2020",-13,FALSE
"720",720,"CHI",118,"BRK",133,"202001310BRK",2020,1,"BRK","BRK-2020",15,FALSE
"721",721,"DAL",121,"HOU",128,"202001310HOU",2020,1,"HOU","HOU-2020",7,FALSE
"722",722,"MEM",111,"NOP",139,"202001310NOP",2020,1,"NOP","NOP-2020",28,FALSE
"723",723,"DEN",127,"MIL",115,"202001310MIL",2020,0,"MIL","MIL-2020",-12,FALSE
"724",724,"OKC",111,"PHO",107,"202001310PHO",2020,0,"PHO","PHO-2020",-4,FALSE
"725",725,"POR",127,"LAL",119,"202001310LAL",2020,0,"LAL","LAL-2020",-8,FALSE
"726",726,"MIN",106,"LAC",118,"202002010LAC",2020,1,"LAC","LAC-2020",12,FALSE
"727",727,"NYK",92,"IND",85,"202002010IND",2020,0,"IND","IND-2020",-7,FALSE
"728",728,"MIA",102,"ORL",89,"202002010ORL",2020,0,"ORL","ORL-2020",-13,FALSE
"729",729,"GSW",131,"CLE",112,"202002010CLE",2020,0,"CLE","CLE-2020",-19,FALSE
"730",730,"BRK",107,"WAS",113,"202002010WAS",2020,1,"WAS","WAS-2020",6,FALSE
"731",731,"PHI",95,"BOS",116,"202002010BOS",2020,1,"BOS","BOS-2020",21,FALSE
"732",732,"ATL",100,"DAL",123,"202002010DAL",2020,1,"DAL","DAL-2020",23,FALSE
"733",733,"CHO",90,"SAS",114,"202002010SAS",2020,1,"SAS","SAS-2020",24,FALSE
"734",734,"LAL",129,"SAC",113,"202002010SAC",2020,0,"SAC","SAC-2020",-16,FALSE
"735",735,"UTA",107,"POR",124,"202002010POR",2020,1,"POR","POR-2020",17,FALSE
"736",736,"DEN",123,"DET",128,"202002020DET",2020,1,"DET","DET-2020",5,FALSE
"737",737,"NOP",109,"HOU",117,"202002020HOU",2020,1,"HOU","HOU-2020",8,FALSE
"738",738,"PHO",108,"MIL",129,"202002020MIL",2020,1,"MIL","MIL-2020",21,FALSE
"739",739,"CHI",102,"TOR",129,"202002020TOR",2020,1,"TOR","TOR-2020",27,FALSE
"740",740,"ORL",112,"CHO",100,"202002030CHO",2020,1,"ORL","ORL-2020",12,FALSE
"741",741,"NYK",139,"CLE",134,"202002030CLE",2020,0,"CLE","CLE-2020",-5,FALSE
"742",742,"DAL",112,"IND",103,"202002030IND",2020,0,"IND","IND-2020",-9,FALSE
"743",743,"GSW",125,"WAS",117,"202002030WAS",2020,0,"WAS","WAS-2020",-8,FALSE
"744",744,"BOS",123,"ATL",115,"202002030ATL",2020,0,"ATL","ATL-2020",-8,FALSE
"745",745,"PHO",97,"BRK",119,"202002030BRK",2020,1,"BRK","BRK-2020",22,FALSE
"746",746,"PHI",106,"MIA",137,"202002030MIA",2020,1,"MIA","MIA-2020",31,FALSE
"747",747,"DET",82,"MEM",96,"202002030MEM",2020,1,"MEM","MEM-2020",14,FALSE
"748",748,"MIN",109,"SAC",113,"202002030SAC",2020,1,"SAC","SAC-2020",4,FALSE
"749",749,"SAS",105,"LAC",108,"202002030LAC",2020,1,"LAC","LAC-2020",3,FALSE
"750",750,"MIL",120,"NOP",108,"202002040NOP",2020,0,"NOP","NOP-2020",-12,FALSE
"751",751,"CHO",110,"HOU",125,"202002040HOU",2020,1,"HOU","HOU-2020",15,FALSE
"752",752,"POR",99,"DEN",127,"202002040DEN",2020,1,"DEN","DEN-2020",28,FALSE
"753",753,"SAS",102,"LAL",129,"202002040LAL",2020,1,"LAL","LAL-2020",27,FALSE
"754",754,"PHO",108,"DET",116,"202002050DET",2020,1,"DET","DET-2020",8,FALSE
"755",755,"ORL",100,"BOS",116,"202002050BOS",2020,1,"BOS","BOS-2020",16,FALSE
"756",756,"GSW",88,"BRK",129,"202002050BRK",2020,1,"BRK","BRK-2020",41,FALSE
"757",757,"IND",118,"TOR",119,"202002050TOR",2020,1,"TOR","TOR-2020",1,FALSE
"758",758,"ATL",127,"MIN",120,"202002050MIN",2020,0,"MIN","MIN-2020",-7,FALSE
"759",759,"CLE",103,"OKC",109,"202002050OKC",2020,1,"OKC","OKC-2020",6,FALSE
"760",760,"MEM",121,"DAL",107,"202002050DAL",2020,0,"DAL","DAL-2020",-14,FALSE
"761",761,"DEN",98,"UTA",95,"202002050UTA",2020,0,"UTA","UTA-2020",-3,FALSE
"762",762,"MIA",111,"LAC",128,"202002050LAC",2020,1,"LAC","LAC-2020",17,FALSE
"763",763,"ORL",103,"NYK",105,"202002060NYK",2020,1,"NYK","NYK-2020",2,FALSE
"764",764,"NOP",125,"CHI",119,"202002060CHI",2020,0,"CHI","CHI-2020",-6,FALSE
"765",765,"PHI",101,"MIL",112,"202002060MIL",2020,1,"MIL","MIL-2020",11,FALSE
"766",766,"SAS",117,"POR",125,"202002060POR",2020,1,"POR","POR-2020",8,FALSE
"767",767,"HOU",121,"LAL",111,"202002060LAL",2020,0,"LAL","LAL-2020",-10,FALSE
"768",768,"MEM",107,"PHI",119,"202002070PHI",2020,1,"PHI","PHI-2020",12,FALSE
"769",769,"DAL",118,"WAS",119,"202002070WAS",2020,1,"WAS","WAS-2020",1,FALSE
"770",770,"ATL",107,"BOS",112,"202002070BOS",2020,1,"BOS","BOS-2020",5,FALSE
"771",771,"TOR",115,"IND",106,"202002070IND",2020,0,"IND","IND-2020",-9,FALSE
"772",772,"DET",101,"OKC",108,"202002070OKC",2020,1,"OKC","OKC-2020",7,FALSE
"773",773,"HOU",91,"PHO",127,"202002070PHO",2020,1,"PHO","PHO-2020",36,FALSE
"774",774,"MIA",97,"SAC",105,"202002070SAC",2020,1,"SAC","SAC-2020",8,FALSE
"775",775,"POR",114,"UTA",117,"202002070UTA",2020,1,"UTA","UTA-2020",3,FALSE
"776",776,"MIL",111,"ORL",95,"202002080ORL",2020,0,"ORL","ORL-2020",-16,FALSE
"777",777,"DAL",116,"CHO",100,"202002080CHO",2020,1,"DAL","DAL-2020",16,FALSE
"778",778,"NYK",95,"DET",92,"202002080DET",2020,0,"DET","DET-2020",-3,FALSE
"779",779,"NOP",124,"IND",117,"202002080IND",2020,0,"IND","IND-2020",-7,FALSE
"780",780,"BRK",118,"TOR",119,"202002080TOR",2020,1,"TOR","TOR-2020",1,FALSE
"781",781,"LAC",115,"MIN",142,"202002080MIN",2020,1,"MIN","MIN-2020",27,FALSE
"782",782,"LAL",125,"GSW",120,"202002080GSW",2020,0,"GSW","GSW-2020",-5,FALSE
"783",783,"DEN",117,"PHO",108,"202002080PHO",2020,0,"PHO","PHO-2020",-9,FALSE
"784",784,"SAS",102,"SAC",122,"202002080SAC",2020,1,"SAC","SAC-2020",20,FALSE
"785",785,"BOS",112,"OKC",111,"202002090OKC",2020,0,"OKC","OKC-2020",-1,FALSE
"786",786,"NYK",135,"ATL",140,"202002090ATL",2020,1,"ATL","ATL-2020",5,FALSE
"787",787,"CHI",111,"PHI",118,"202002090PHI",2020,1,"PHI","PHI-2020",7,FALSE
"788",788,"MEM",106,"WAS",99,"202002090WAS",2020,0,"WAS","WAS-2020",-7,FALSE
"789",789,"UTA",114,"HOU",113,"202002090HOU",2020,0,"HOU","HOU-2020",-1,FALSE
"790",790,"LAC",133,"CLE",92,"202002090CLE",2020,0,"CLE","CLE-2020",-41,FALSE
"791",791,"MIA",109,"POR",115,"202002090POR",2020,1,"POR","POR-2020",6,FALSE
"792",792,"CHO",87,"DET",76,"202002100DET",2020,0,"DET","DET-2020",-11,FALSE
"793",793,"BRK",106,"IND",105,"202002100IND",2020,0,"IND","IND-2020",-1,FALSE
"794",794,"ATL",126,"ORL",135,"202002100ORL",2020,1,"ORL","ORL-2020",9,FALSE
"795",795,"MIN",126,"TOR",137,"202002100TOR",2020,1,"TOR","TOR-2020",11,FALSE
"796",796,"SAC",111,"MIL",123,"202002100MIL",2020,1,"MIL","MIL-2020",12,FALSE
"797",797,"UTA",123,"DAL",119,"202002100DAL",2020,0,"DAL","DAL-2020",-4,FALSE
"798",798,"SAS",120,"DEN",127,"202002100DEN",2020,1,"DEN","DEN-2020",7,FALSE
"799",799,"MIA",113,"GSW",101,"202002100GSW",2020,0,"GSW","GSW-2020",-12,FALSE
"800",800,"PHO",100,"LAL",125,"202002100LAL",2020,1,"LAL","LAL-2020",25,FALSE
"801",801,"LAC",103,"PHI",110,"202002110PHI",2020,1,"PHI","PHI-2020",7,FALSE
"802",802,"CHI",114,"WAS",126,"202002110WAS",2020,1,"WAS","WAS-2020",12,FALSE
"803",803,"POR",117,"NOP",138,"202002110NOP",2020,1,"NOP","NOP-2020",21,FALSE
"804",804,"SAS",114,"OKC",106,"202002110OKC",2020,0,"OKC","OKC-2020",-8,FALSE
"805",805,"BOS",105,"HOU",116,"202002110HOU",2020,1,"HOU","HOU-2020",11,FALSE
"806",806,"ATL",105,"CLE",127,"202002120CLE",2020,1,"CLE","CLE-2020",22,FALSE
"807",807,"DET",112,"ORL",116,"202002120ORL",2020,1,"ORL","ORL-2020",4,FALSE
"808",808,"TOR",91,"BRK",101,"202002120BRK",2020,1,"BRK","BRK-2020",10,FALSE
"809",809,"MIL",111,"IND",118,"202002120IND",2020,1,"IND","IND-2020",7,FALSE
"810",810,"WAS",114,"NYK",96,"202002120NYK",2020,0,"NYK","NYK-2020",-18,FALSE
"811",811,"POR",104,"MEM",111,"202002120MEM",2020,1,"MEM","MEM-2020",7,FALSE
"812",812,"CHO",115,"MIN",108,"202002120MIN",2020,0,"MIN","MIN-2020",-7,FALSE
"813",813,"SAC",111,"DAL",130,"202002120DAL",2020,1,"DAL","DAL-2020",19,FALSE
"814",814,"GSW",106,"PHO",112,"202002120PHO",2020,1,"PHO","PHO-2020",6,FALSE
"815",815,"MIA",101,"UTA",116,"202002120UTA",2020,1,"UTA","UTA-2020",15,FALSE
"816",816,"LAL",120,"DEN",116,"202002120DEN",2020,0,"DEN","DEN-2020",-4,FALSE
"817",817,"LAC",133,"BOS",141,"202002130BOS",2020,1,"BOS","BOS-2020",8,FALSE
"818",818,"OKC",123,"NOP",118,"202002130NOP",2020,0,"NOP","NOP-2020",-5,FALSE
"819",819,"MIL",126,"DET",106,"202002200DET",2020,0,"DET","DET-2020",-20,FALSE
"820",820,"MIA",124,"ATL",129,"202002200ATL",2020,1,"ATL","ATL-2020",5,FALSE
"821",821,"CHO",103,"CHI",93,"202002200CHI",2020,0,"CHI","CHI-2020",-10,FALSE
"822",822,"BRK",104,"PHI",112,"202002200PHI",2020,1,"PHI","PHI-2020",8,FALSE
"823",823,"MEM",125,"SAC",129,"202002200SAC",2020,1,"SAC","SAC-2020",4,FALSE
"824",824,"HOU",135,"GSW",105,"202002200GSW",2020,0,"GSW","GSW-2020",-30,FALSE
"825",825,"DAL",122,"ORL",106,"202002210ORL",2020,0,"ORL","ORL-2020",-16,FALSE
"826",826,"CLE",113,"WAS",108,"202002210WAS",2020,0,"WAS","WAS-2020",-5,FALSE
"827",827,"IND",106,"NYK",98,"202002210NYK",2020,0,"NYK","NYK-2020",-8,FALSE
"828",828,"PHO",101,"TOR",118,"202002210TOR",2020,1,"TOR","TOR-2020",17,FALSE
"829",829,"BOS",127,"MIN",117,"202002210MIN",2020,0,"MIN","MIN-2020",-10,FALSE
"830",830,"DEN",101,"OKC",113,"202002210OKC",2020,1,"OKC","OKC-2020",12,FALSE
"831",831,"SAS",113,"UTA",104,"202002210UTA",2020,0,"UTA","UTA-2020",-9,FALSE
"832",832,"MEM",105,"LAL",117,"202002210LAL",2020,1,"LAL","LAL-2020",12,FALSE
"833",833,"NOP",128,"POR",115,"202002210POR",2020,0,"POR","POR-2020",-13,FALSE
"834",834,"SAC",112,"LAC",103,"202002220LAC",2020,0,"LAC","LAC-2020",-9,FALSE
"835",835,"BRK",115,"CHO",86,"202002220CHO",2020,1,"BRK","BRK-2020",29,FALSE
"836",836,"DAL",107,"ATL",111,"202002220ATL",2020,1,"ATL","ATL-2020",4,FALSE
"837",837,"PHO",112,"CHI",104,"202002220CHI",2020,0,"CHI","CHI-2020",-8,FALSE
"838",838,"CLE",105,"MIA",124,"202002220MIA",2020,1,"MIA","MIA-2020",19,FALSE
"839",839,"PHI",98,"MIL",119,"202002220MIL",2020,1,"MIL","MIL-2020",21,FALSE
"840",840,"HOU",120,"UTA",110,"202002220UTA",2020,0,"UTA","UTA-2020",-10,FALSE
"841",841,"BOS",112,"LAL",114,"202002230LAL",2020,1,"LAL","LAL-2020",2,FALSE
"842",842,"MIN",116,"DEN",128,"202002230DEN",2020,1,"DEN","DEN-2020",12,FALSE
"843",843,"IND",81,"TOR",127,"202002230TOR",2020,1,"TOR","TOR-2020",46,FALSE
"844",844,"WAS",117,"CHI",126,"202002230CHI",2020,1,"CHI","CHI-2020",9,FALSE
"845",845,"SAS",103,"OKC",131,"202002230OKC",2020,1,"OKC","OKC-2020",28,FALSE
"846",846,"NOP",115,"GSW",101,"202002230GSW",2020,0,"GSW","GSW-2020",-14,FALSE
"847",847,"DET",104,"POR",107,"202002230POR",2020,1,"POR","POR-2020",3,FALSE
"848",848,"MIA",119,"CLE",125,"202002240CLE",2020,1,"CLE","CLE-2020",6,FALSE
"849",849,"ATL",112,"PHI",129,"202002240PHI",2020,1,"PHI","PHI-2020",17,FALSE
"850",850,"MIL",137,"WAS",134,"202002240WAS",2020,0,"WAS","WAS-2020",-3,FALSE
"851",851,"ORL",115,"BRK",113,"202002240BRK",2020,0,"BRK","BRK-2020",-2,FALSE
"852",852,"NYK",112,"HOU",123,"202002240HOU",2020,1,"HOU","HOU-2020",11,FALSE
"853",853,"MIN",123,"DAL",139,"202002240DAL",2020,1,"DAL","DAL-2020",16,FALSE
"854",854,"PHO",131,"UTA",111,"202002240UTA",2020,0,"UTA","UTA-2020",-20,FALSE
"855",855,"MEM",97,"LAC",124,"202002240LAC",2020,1,"LAC","LAC-2020",27,FALSE
"856",856,"CHO",80,"IND",119,"202002250IND",2020,1,"IND","IND-2020",39,FALSE
"857",857,"MIL",108,"TOR",97,"202002250TOR",2020,0,"TOR","TOR-2020",-11,FALSE
"858",858,"OKC",124,"CHI",122,"202002250CHI",2020,0,"CHI","CHI-2020",-2,FALSE
"859",859,"DET",98,"DEN",115,"202002250DEN",2020,1,"DEN","DEN-2020",17,FALSE
"860",860,"NOP",109,"LAL",118,"202002250LAL",2020,1,"LAL","LAL-2020",9,FALSE
"861",861,"BOS",118,"POR",106,"202002250POR",2020,0,"POR","POR-2020",-12,FALSE
"862",862,"SAC",112,"GSW",94,"202002250GSW",2020,0,"GSW","GSW-2020",-18,FALSE
"863",863,"NYK",101,"CHO",107,"202002260CHO",2020,0,"NYK","NYK-2020",-6,FALSE
"864",864,"PHI",94,"CLE",108,"202002260CLE",2020,1,"CLE","CLE-2020",14,FALSE
"865",865,"BRK",106,"WAS",110,"202002260WAS",2020,1,"WAS","WAS-2020",4,FALSE
"866",866,"ORL",130,"ATL",120,"202002260ATL",2020,0,"ATL","ATL-2020",-10,FALSE
"867",867,"MIN",129,"MIA",126,"202002260MIA",2020,0,"MIA","MIA-2020",-3,FALSE
"868",868,"MEM",112,"HOU",140,"202002260HOU",2020,1,"HOU","HOU-2020",28,FALSE
"869",869,"DAL",109,"SAS",103,"202002260SAS",2020,0,"SAS","SAS-2020",-6,FALSE
"870",870,"LAC",102,"PHO",92,"202002260PHO",2020,0,"PHO","PHO-2020",-10,FALSE
"871",871,"BOS",114,"UTA",103,"202002260UTA",2020,0,"UTA","UTA-2020",-11,FALSE
"872",872,"NYK",106,"PHI",115,"202002270PHI",2020,1,"PHI","PHI-2020",9,FALSE
"873",873,"POR",100,"IND",106,"202002270IND",2020,1,"IND","IND-2020",6,FALSE
"874",874,"SAC",108,"OKC",112,"202002270OKC",2020,1,"OKC","OKC-2020",4,FALSE
"875",875,"LAL",116,"GSW",86,"202002270GSW",2020,0,"GSW","GSW-2020",-30,FALSE
"876",876,"MIN",125,"ORL",136,"202002280ORL",2020,1,"ORL","ORL-2020",11,FALSE
"877",877,"BRK",118,"ATL",141,"202002280ATL",2020,1,"ATL","ATL-2020",23,FALSE
"878",878,"CHO",99,"TOR",96,"202002280TOR",2020,0,"TOR","TOR-2020",-3,FALSE
"879",879,"SAC",104,"MEM",101,"202002280MEM",2020,0,"MEM","MEM-2020",-3,FALSE
"880",880,"DAL",118,"MIA",126,"202002280MIA",2020,1,"MIA","MIA-2020",8,FALSE
"881",881,"OKC",86,"MIL",133,"202002280MIL",2020,1,"MIL","MIL-2020",47,FALSE
