"","Visitor/Neutral","Visitor Points","Home/Neutral","Home Points","id","year","win","team","season_id","margin"
"342","MIN","125","LAL","142","201912080LAL",2020,1,"LAL","LAL-2020",17
"343","LAC","110","IND","99","201912090IND",2020,0,"IND","IND-2020",-11
"344","CLE","88","BOS","110","201912090BOS",2020,1,"BOS","BOS-2020",22
"345","TOR","93","CHI","92","201912090CHI",2020,0,"CHI","CHI-2020",-1
"346","SAC","119","HOU","118","201912090HOU",2020,0,"HOU","HOU-2020",-1
"347","ORL","101","MIL","110","201912090MIL",2020,1,"MIL","MIL-2020",9
"348","DET","105","NOP","103","201912090NOP",2020,0,"NOP","NOP-2020",-2
"349","MIN","109","PHO","125","201912090PHO",2020,1,"PHO","PHO-2020",16
"350","OKC","104","UTA","90","201912090UTA",2020,0,"UTA","UTA-2020",-14
"351","MEM","110","GSW","102","201912090GSW",2020,0,"GSW","GSW-2020",-8
"352","WAS","107","CHO","114","201912100CHO",2020,0,"WAS","WAS-2020",-7
"353","ATL","121","MIA","135","201912100MIA",2020,1,"MIA","MIA-2020",14
"354","DEN","92","PHI","97","201912100PHI",2020,1,"PHI","PHI-2020",5
"355","NYK","87","POR","115","201912100POR",2020,1,"POR","POR-2020",28
"356","HOU","116","CLE","110","201912110CLE",2020,0,"CLE","CLE-2020",-6
"357","BOS","117","IND","122","201912110IND",2020,1,"IND","IND-2020",5
"358","LAL","96","ORL","87","201912110ORL",2020,0,"ORL","ORL-2020",-9
"359","LAC","112","TOR","92","201912110TOR",2020,0,"TOR","TOR-2020",-20
"360","CHO","113","BRK","108","201912110BRK",2020,0,"BRK","BRK-2020",-5
"361","ATL","102","CHI","136","201912110CHI",2020,1,"CHI","CHI-2020",34
"362","UTA","127","MIN","116","201912110MIN",2020,0,"MIN","MIN-2020",-11
"363","MEM","115","PHO","108","201912110PHO",2020,0,"PHO","PHO-2020",-7
"364","NOP","112","MIL","127","201912110MIL",2020,1,"MIL","MIL-2020",15
"365","OKC","93","SAC","94","201912110SAC",2020,1,"SAC","SAC-2020",1
"366","NYK","124","GSW","122","201912110GSW",2020,0,"GSW","GSW-2020",-2
"367","PHI","115","BOS","109","201912120BOS",2020,0,"BOS","BOS-2020",-6
"368","CLE","117","SAS","109","201912120SAS",2020,0,"SAS","SAS-2020",-8
"369","DAL","122","DET","111","201912120DET",2020,0,"DET","DET-2020",-11
"370","POR","99","DEN","114","201912120DEN",2020,1,"DEN","DEN-2020",15
"371","LAL","113","MIA","110","201912130MIA",2020,0,"MIA","MIA-2020",-3
"372","HOU","130","ORL","107","201912130ORL",2020,0,"ORL","ORL-2020",-23
"373","NOP","109","PHI","116","201912130PHI",2020,1,"PHI","PHI-2020",7
"374","IND","110","ATL","100","201912130ATL",2020,0,"ATL","ATL-2020",-10
"375","CHO","83","CHI","73","201912130CHI",2020,0,"CHI","CHI-2020",-10
"376","MIL","127","MEM","114","201912130MEM",2020,0,"MEM","MEM-2020",-13
"377","GSW","106","UTA","114","201912130UTA",2020,1,"UTA","UTA-2020",8
"378","LAC","124","MIN","117","201912130MIN",2020,0,"MIN","MIN-2020",-7
"379","NYK","103","SAC","101","201912130SAC",2020,0,"SAC","SAC-2020",-2
"380","SAS","121","PHO","119","201912140PHO",2020,0,"PHO","PHO-2020",-2
"381","BRK","102","TOR","110","201912140TOR",2020,1,"TOR","TOR-2020",8
"382","LAC","106","CHI","109","201912140CHI",2020,1,"CHI","CHI-2020",3
"383","WAS","111","MEM","128","201912140MEM",2020,1,"MEM","MEM-2020",17
"384","MIA","122","DAL","118","201912140DAL",2020,0,"DAL","DAL-2020",-4
"385","CLE","108","MIL","125","201912140MIL",2020,1,"MIL","MIL-2020",17
"386","OKC","102","DEN","110","201912140DEN",2020,1,"DEN","DEN-2020",8
"387","DET","115","HOU","107","201912140HOU",2020,0,"HOU","HOU-2020",-8
"388","ORL","130","NOP","119","201912150NOP",2020,0,"NOP","NOP-2020",-11
"389","CHO","85","IND","107","201912150IND",2020,1,"IND","IND-2020",22
"390","LAL","101","ATL","96","201912150ATL",2020,0,"ATL","ATL-2020",-5
"391","PHI","89","BRK","109","201912150BRK",2020,1,"BRK","BRK-2020",20
"392","NYK","105","DEN","111","201912150DEN",2020,1,"DEN","DEN-2020",6
"393","SAC","100","GSW","79","201912150GSW",2020,0,"GSW","GSW-2020",-21
"394","WAS","133","DET","119","201912160DET",2020,0,"DET","DET-2020",-14
"395","CLE","113","TOR","133","201912160TOR",2020,1,"TOR","TOR-2020",20
"396","SAS","107","HOU","109","201912160HOU",2020,1,"HOU","HOU-2020",2
"397","MIA","111","MEM","118","201912160MEM",2020,1,"MEM","MEM-2020",7
"398","DAL","120","MIL","116","201912160MIL",2020,0,"MIL","MIL-2020",-4
"399","CHI","106","OKC","109","201912160OKC",2020,1,"OKC","OKC-2020",3
"400","POR","111","PHO","110","201912160PHO",2020,0,"PHO","PHO-2020",-1
"401","SAC","102","CHO","110","201912170CHO",2020,0,"SAC","SAC-2020",-8
"402","LAL","102","IND","105","201912170IND",2020,1,"IND","IND-2020",3
"403","ATL","120","NYK","143","201912170NYK",2020,1,"NYK","NYK-2020",23
"404","BRK","108","NOP","101","201912170NOP",2020,0,"NOP","NOP-2020",-7
"405","ORL","102","UTA","109","201912170UTA",2020,1,"UTA","UTA-2020",7
"406","PHO","99","LAC","120","201912170LAC",2020,1,"LAC","LAC-2020",21
"407","CHO","98","CLE","100","201912180CLE",2020,1,"CLE","CLE-2020",2
"408","TOR","112","DET","99","201912180DET",2020,0,"DET","DET-2020",-13
"409","MIA","108","PHI","104","201912180PHI",2020,0,"PHI","PHI-2020",-4
"410","CHI","110","WAS","109","201912180WAS",2020,0,"WAS","WAS-2020",-1
"411","NOP","107","MIN","99","201912180MIN",2020,0,"MIN","MIN-2020",-8
"412","MEM","122","OKC","126","201912180OKC",2020,1,"OKC","OKC-2020",4
"413","ORL","104","DEN","113","201912180DEN",2020,1,"DEN","DEN-2020",9
"414","BOS","109","DAL","103","201912180DAL",2020,0,"DAL","DAL-2020",-6
"415","GSW","112","POR","122","201912180POR",2020,1,"POR","POR-2020",10
"416","UTA","111","ATL","106","201912190ATL",2020,0,"ATL","ATL-2020",-5
"417","LAL","104","MIL","111","201912190MIL",2020,1,"MIL","MIL-2020",7
"418","BRK","105","SAS","118","201912190SAS",2020,1,"SAS","SAS-2020",13
"419","HOU","122","LAC","117","201912190LAC",2020,0,"LAC","LAC-2020",-5
"420","MEM","107","CLE","114","201912200CLE",2020,1,"CLE","CLE-2020",7
"421","SAC","105","IND","119","201912200IND",2020,1,"IND","IND-2020",14
"422","DET","93","BOS","114","201912200BOS",2020,1,"BOS","BOS-2020",21
"423","WAS","118","TOR","122","201912200TOR",2020,1,"TOR","TOR-2020",4
"424","NYK","114","MIA","129","201912200MIA",2020,1,"MIA","MIA-2020",15
"425","PHO","108","OKC","126","201912200OKC",2020,1,"OKC","OKC-2020",18
"426","DAL","117","PHI","98","201912200PHI",2020,0,"PHI","PHI-2020",-19
"427","MIN","100","DEN","109","201912200DEN",2020,1,"DEN","DEN-2020",9
"428","ORL","103","POR","118","201912200POR",2020,1,"POR","POR-2020",15
"429","NOP","102","GSW","106","201912200GSW",2020,1,"GSW","GSW-2020",4
"430","UTA","114","CHO","107","201912210CHO",2020,1,"UTA","UTA-2020",7
"431","ATL","112","BRK","122","201912210BRK",2020,1,"BRK","BRK-2020",10
"432","CHI","119","DET","107","201912210DET",2020,0,"DET","DET-2020",-12
"433","WAS","108","PHI","125","201912210PHI",2020,1,"PHI","PHI-2020",17
"434","MIL","123","NYK","102","201912210NYK",2020,0,"NYK","NYK-2020",-21
"435","SAC","115","MEM","119","201912210MEM",2020,1,"MEM","MEM-2020",4
"436","LAC","134","SAS","109","201912210SAS",2020,0,"SAS","SAS-2020",-25
"437","HOU","139","PHO","125","201912210PHO",2020,0,"PHO","PHO-2020",-14
"438","MIN","106","POR","113","201912210POR",2020,1,"POR","POR-2020",7
"439","DAL","107","TOR","110","201912220TOR",2020,1,"TOR","TOR-2020",3
"440","CHO","93","BOS","119","201912220BOS",2020,1,"BOS","BOS-2020",26
"441","IND","89","MIL","117","201912220MIL",2020,1,"MIL","MIL-2020",28
"442","LAC","112","OKC","118","201912220OKC",2020,1,"OKC","OKC-2020",6
"443","DEN","128","LAL","104","201912220LAL",2020,0,"LAL","LAL-2020",-24
"444","ATL","118","CLE","121","201912230CLE",2020,1,"CLE","CLE-2020",3
"445","PHI","125","DET","109","201912230DET",2020,0,"DET","DET-2020",-16
"446","TOR","115","IND","120","201912230IND",2020,1,"IND","IND-2020",5
"447","WAS","121","NYK","115","201912230NYK",2020,0,"NYK","NYK-2020",-6
"448","CHI","95","ORL","103","201912230ORL",2020,1,"ORL","ORL-2020",8
"449","UTA","104","MIA","107","201912230MIA",2020,1,"MIA","MIA-2020",3
"450","SAS","145","MEM","115","201912230MEM",2020,0,"MEM","MEM-2020",-30
"451","DEN","113","PHO","111","201912230PHO",2020,0,"PHO","PHO-2020",-2
"452","NOP","102","POR","94","201912230POR",2020,0,"POR","POR-2020",-8
"453","HOU","113","SAC","104","201912230SAC",2020,0,"SAC","SAC-2020",-9
"454","MIN","104","GSW","113","201912230GSW",2020,1,"GSW","GSW-2020",9
"455","BOS","118","TOR","102","201912250TOR",2020,0,"TOR","TOR-2020",-16
"456","MIL","109","PHI","121","201912250PHI",2020,1,"PHI","PHI-2020",12
"457","HOU","104","GSW","116","201912250GSW",2020,1,"GSW","GSW-2020",12
"458","LAC","111","LAL","106","201912250LAL",2020,0,"LAL","LAL-2020",-5
"459","NOP","112","DEN","100","201912250DEN",2020,0,"DEN","DEN-2020",-12
"460","WAS","102","DET","132","201912260DET",2020,1,"DET","DET-2020",30
"461","NYK","94","BRK","82","201912260BRK",2020,0,"BRK","BRK-2020",-12
"462","SAS","98","DAL","102","201912260DAL",2020,1,"DAL","DAL-2020",4
"463","MEM","110","OKC","97","201912260OKC",2020,0,"OKC","OKC-2020",-13
"464","MIN","105","SAC","104","201912260SAC",2020,0,"SAC","SAC-2020",-1
"465","POR","115","UTA","121","201912260UTA",2020,1,"UTA","UTA-2020",6
"466","CLE","117","BOS","129","201912270BOS",2020,1,"BOS","BOS-2020",12
"467","OKC","104","CHO","102","201912270CHO",2020,1,"OKC","OKC-2020",2
"468","PHI","97","ORL","98","201912270ORL",2020,1,"ORL","ORL-2020",1
"469","MIL","112","ATL","86","201912270ATL",2020,0,"ATL","ATL-2020",-26
"470","IND","112","MIA","113","201912270MIA",2020,1,"MIA","MIA-2020",1
"471","PHO","96","GSW","105","201912270GSW",2020,1,"GSW","GSW-2020",9
"472","MEM","110","DEN","119","201912280DEN",2020,1,"DEN","DEN-2020",9
"473","TOR","113","BOS","97","201912280BOS",2020,0,"BOS","BOS-2020",-16
"474","IND","98","NOP","120","201912280NOP",2020,1,"NOP","NOP-2020",22
"475","ATL","81","CHI","116","201912280CHI",2020,1,"CHI","CHI-2020",35
"476","BRK","98","HOU","108","201912280HOU",2020,1,"HOU","HOU-2020",10
"477","PHI","116","MIA","117","201912280MIA",2020,1,"MIA","MIA-2020",1
"478","CLE","94","MIN","88","201912280MIN",2020,0,"MIN","MIN-2020",-6
"479","NYK","107","WAS","100","201912280WAS",2020,0,"WAS","WAS-2020",-7
"480","DAL","141","GSW","121","201912280GSW",2020,0,"GSW","GSW-2020",-20
"481","ORL","100","MIL","111","201912280MIL",2020,1,"MIL","MIL-2020",11
"482","DET","109","SAS","136","201912280SAS",2020,1,"SAS","SAS-2020",27
"483","PHO","112","SAC","110","201912280SAC",2020,0,"SAC","SAC-2020",-2
"484","LAL","128","POR","120","201912280POR",2020,0,"POR","POR-2020",-8
"485","UTA","120","LAC","107","201912280LAC",2020,0,"LAC","LAC-2020",-13
"486","OKC","98","TOR","97","201912290TOR",2020,0,"TOR","TOR-2020",-1
"487","SAC","115","DEN","120","201912290DEN",2020,1,"DEN","DEN-2020",5
"488","CHO","104","MEM","117","201912290MEM",2020,1,"MEM","MEM-2020",13
"489","HOU","112","NOP","127","201912290NOP",2020,1,"NOP","NOP-2020",15
"490","DAL","95","LAL","108","201912290LAL",2020,1,"LAL","LAL-2020",13
"491","ATL","101","ORL","93","201912300ORL",2020,0,"ORL","ORL-2020",-8
"492","MIA","105","WAS","123","201912300WAS",2020,1,"WAS","WAS-2020",18
"493","MIL","123","CHI","102","201912300CHI",2020,0,"CHI","CHI-2020",-21
"494","BRK","115","MIN","122","201912300MIN",2020,1,"MIN","MIN-2020",7
"495","DET","81","UTA","104","201912300UTA",2020,1,"UTA","UTA-2020",23
"496","PHO","122","POR","116","201912300POR",2020,0,"POR","POR-2020",-6
"497","BOS","109","CHO","92","201912310CHO",2020,1,"BOS","BOS-2020",17
"498","PHI","97","IND","115","201912310IND",2020,1,"IND","IND-2020",18
"499","LAC","105","SAC","87","201912310SAC",2020,0,"SAC","SAC-2020",-18
"500","DEN","104","HOU","130","201912310HOU",2020,1,"HOU","HOU-2020",26
"501","GSW","113","SAS","117","201912310SAS",2020,1,"SAS","SAS-2020",4
"502","CLE","97","TOR","117","201912310TOR",2020,1,"TOR","TOR-2020",20
"503","DAL","101","OKC","106","201912310OKC",2020,1,"OKC","OKC-2020",5
"504","ORL","122","WAS","101","202001010WAS",2020,0,"WAS","WAS-2020",-21
"505","POR","93","NYK","117","202001010NYK",2020,1,"NYK","NYK-2020",24
"506","MIN","104","MIL","106","202001010MIL",2020,1,"MIL","MIL-2020",2
"507","PHO","107","LAL","117","202001010LAL",2020,1,"LAL","LAL-2020",10
"508","CHO","109","CLE","106","202001020CLE",2020,0,"CLE","CLE-2020",-3
"509","DEN","124","IND","116","202001020IND",2020,0,"IND","IND-2020",-8
"510","TOR","76","MIA","84","202001020MIA",2020,1,"MIA","MIA-2020",8
"511","UTA","102","CHI","98","202001020CHI",2020,0,"CHI","CHI-2020",-4
"512","GSW","84","MIN","99","202001020MIN",2020,1,"MIN","MIN-2020",15
"513","BRK","111","DAL","123","202001020DAL",2020,1,"DAL","DAL-2020",12
"514","OKC","109","SAS","103","202001020SAS",2020,0,"SAS","SAS-2020",-6
"515","MEM","123","SAC","128","202001020SAC",2020,1,"SAC","SAC-2020",5
"516","DET","112","LAC","126","202001020LAC",2020,1,"LAC","LAC-2020",14
"517","ATL","106","BOS","109","202001030BOS",2020,1,"BOS","BOS-2020",3
"518","MIA","85","ORL","105","202001030ORL",2020,1,"ORL","ORL-2020",20
"519","POR","122","WAS","103","202001030WAS",2020,0,"WAS","WAS-2020",-19
"520","PHI","108","HOU","118","202001030HOU",2020,1,"HOU","HOU-2020",10
"521","NYK","112","PHO","120","202001030PHO",2020,1,"PHO","PHO-2020",8
"522","NOP","113","LAL","123","202001030LAL",2020,1,"LAL","LAL-2020",10
"523","MEM","140","LAC","114","202001040LAC",2020,0,"LAC","LAC-2020",-26
"524","TOR","121","BRK","102","202001040BRK",2020,0,"BRK","BRK-2020",-19
"525","UTA","109","ORL","96","202001040ORL",2020,0,"ORL","ORL-2020",-13
"526","IND","111","ATL","116","202001040ATL",2020,1,"ATL","ATL-2020",5
"527","OKC","121","CLE","106","202001040CLE",2020,0,"CLE","CLE-2020",-15
"528","BOS","111","CHI","104","202001040CHI",2020,0,"CHI","CHI-2020",-7
"529","DEN","114","WAS","128","202001040WAS",2020,1,"WAS","WAS-2020",14
"530","CHO","123","DAL","120","202001040DAL",2020,0,"DAL","DAL-2020",-3
"531","DET","111","GSW","104","202001040GSW",2020,0,"GSW","GSW-2020",-7
"532","SAS","118","MIL","127","202001040MIL",2020,1,"MIL","MIL-2020",9
"533","NOP","117","SAC","115","202001040SAC",2020,0,"SAC","SAC-2020",-2
"534","NYK","132","LAC","135","202001050LAC",2020,1,"LAC","LAC-2020",3
"535","POR","111","MIA","122","202001050MIA",2020,1,"MIA","MIA-2020",11
"536","MIN","118","CLE","103","202001050CLE",2020,0,"CLE","CLE-2020",-15
"537","MEM","121","PHO","114","202001050PHO",2020,0,"PHO","PHO-2020",-7
"538","DET","99","LAL","106","202001050LAL",2020,1,"LAL","LAL-2020",7
"539","IND","115","CHO","104","202001060CHO",2020,1,"IND","IND-2020",11
"540","BRK","89","ORL","101","202001060ORL",2020,1,"ORL","ORL-2020",12
"541","OKC","113","PHI","120","202001060PHI",2020,1,"PHI","PHI-2020",7
"542","BOS","94","WAS","99","202001060WAS",2020,1,"WAS","WAS-2020",5
"543","DEN","123","ATL","115","202001060ATL",2020,0,"ATL","ATL-2020",-8
"544","UTA","128","NOP","126","202001060NOP",2020,0,"NOP","NOP-2020",-2
"545","CHI","110","DAL","118","202001060DAL",2020,1,"DAL","DAL-2020",8
"546","MIL","104","SAS","126","202001060SAS",2020,1,"SAS","SAS-2020",22
"547","GSW","98","SAC","111","202001060SAC",2020,1,"SAC","SAC-2020",13
"548","DET","115","CLE","113","202001070CLE",2020,0,"CLE","CLE-2020",-2
"549","POR","101","TOR","99","202001070TOR",2020,0,"TOR","TOR-2020",-2
"550","OKC","111","BRK","103","202001070BRK",2020,0,"BRK","BRK-2020",-8
"551","MIN","112","MEM","119","202001070MEM",2020,1,"MEM","MEM-2020",7
"552","SAC","114","PHO","103","202001070PHO",2020,0,"PHO","PHO-2020",-11
"553","NYK","87","LAL","117","202001070LAL",2020,1,"LAL","LAL-2020",30
"554","SAS","129","BOS","114","202001080BOS",2020,0,"BOS","BOS-2020",-15
"555","TOR","112","CHO","110","202001080CHO",2020,1,"TOR","TOR-2020",2
"556","MIA","122","IND","108","202001080IND",2020,0,"IND","IND-2020",-14
"557","WAS","89","ORL","123","202001080ORL",2020,1,"ORL","ORL-2020",34
"558","HOU","122","ATL","115","202001080ATL",2020,0,"ATL","ATL-2020",-7
"559","DEN","107","DAL","106","202001080DAL",2020,0,"DAL","DAL-2020",-1
"560","CHI","108","NOP","123","202001080NOP",2020,1,"NOP","NOP-2020",15
"561","NYK","104","UTA","128","202001080UTA",2020,1,"UTA","UTA-2020",24
"562","MIL","107","GSW","98","202001080GSW",2020,0,"GSW","GSW-2020",-9
"563","CLE","115","DET","112","202001090DET",2020,0,"DET","DET-2020",-3
"564","BOS","98","PHI","109","202001090PHI",2020,1,"PHI","PHI-2020",11
"565","POR","102","MIN","116","202001090MIN",2020,1,"MIN","MIN-2020",14
"566","HOU","92","OKC","113","202001090OKC",2020,1,"OKC","OKC-2020",21
"567","ATL","101","WAS","111","202001100WAS",2020,1,"WAS","WAS-2020",10
"568","NOP","123","NYK","111","202001100NYK",2020,0,"NYK","NYK-2020",-12
"569","MIA","113","BRK","117","202001100BRK",2020,1,"BRK","BRK-2020",4
"570","IND","116","CHI","105","202001100CHI",2020,0,"CHI","CHI-2020",-11
"571","SAS","121","MEM","134","202001100MEM",2020,1,"MEM","MEM-2020",13
"572","ORL","94","PHO","98","202001100PHO",2020,1,"PHO","PHO-2020",4
"573","CHO","92","UTA","109","202001100UTA",2020,1,"UTA","UTA-2020",17
"574","LAL","129","DAL","114","202001100DAL",2020,0,"DAL","DAL-2020",-15
"575","MIL","127","SAC","106","202001100SAC",2020,0,"SAC","SAC-2020",-21
"576","GSW","100","LAC","109","202001100LAC",2020,1,"LAC","LAC-2020",9
"577","MIN","109","HOU","139","202001110HOU",2020,1,"HOU","HOU-2020",30
"578","NOP","105","BOS","140","202001110BOS",2020,1,"BOS","BOS-2020",35
"579","CHI","108","DET","99","202001110DET",2020,0,"DET","DET-2020",-9
"580","LAL","125","OKC","110","202001110OKC",2020,0,"OKC","OKC-2020",-15
"581","PHI","91","DAL","109","202001110DAL",2020,1,"DAL","DAL-2020",18
"582","CLE","111","DEN","103","202001110DEN",2020,0,"DEN","DEN-2020",-8
"583","MIL","122","POR","101","202001110POR",2020,0,"POR","POR-2020",-21
"584","MIA","121","NYK","124","202001120NYK",2020,1,"NYK","NYK-2020",3
"585","UTA","127","WAS","116","202001120WAS",2020,0,"WAS","WAS-2020",-11
"586","ATL","86","BRK","108","202001120BRK",2020,1,"BRK","BRK-2020",22
"587","GSW","102","MEM","122","202001120MEM",2020,1,"MEM","MEM-2020",20
"588","SAS","105","TOR","104","202001120TOR",2020,0,"TOR","TOR-2020",-1
"589","LAC","104","DEN","114","202001120DEN",2020,1,"DEN","DEN-2020",10
"590","CHO","92","PHO","100","202001120PHO",2020,1,"PHO","PHO-2020",8
"591","NOP","117","DET","110","202001130DET",2020,0,"DET","DET-2020",-7
"592","PHI","95","IND","101","202001130IND",2020,1,"IND","IND-2020",6
"593","CHI","101","BOS","113","202001130BOS",2020,1,"BOS","BOS-2020",12
"594","OKC","117","MIN","104","202001130MIN",2020,0,"MIN","MIN-2020",-13
"595","CHO","112","POR","115","202001130POR",2020,1,"POR","POR-2020",3
"596","ORL","114","SAC","112","202001130SAC",2020,0,"SAC","SAC-2020",-2
"597","CLE","99","LAL","128","202001130LAL",2020,1,"LAL","LAL-2020",29
"598","PHO","110","ATL","123","202001140ATL",2020,1,"ATL","ATL-2020",13
"599","UTA","118","BRK","107","202001140BRK",2020,0,"BRK","BRK-2020",-11
"600","HOU","110","MEM","121","202001140MEM",2020,1,"MEM","MEM-2020",11
"601","NYK","102","MIL","128","202001140MIL",2020,1,"MIL","MIL-2020",26
"602","DAL","124","GSW","97","202001140GSW",2020,0,"GSW","GSW-2020",-27
"603","CLE","103","LAC","128","202001140LAC",2020,1,"LAC","LAC-2020",25
"604","DET","116","BOS","103","202001150BOS",2020,0,"BOS","BOS-2020",-13
"605","BRK","106","PHI","117","202001150PHI",2020,1,"PHI","PHI-2020",11
"606","SAS","100","MIA","106","202001150MIA",2020,1,"MIA","MIA-2020",6
"607","WAS","106","CHI","115","202001150CHI",2020,1,"CHI","CHI-2020",9
"608","IND","104","MIN","99","202001150MIN",2020,0,"MIN","MIN-2020",-5
"609","TOR","130","OKC","121","202001150OKC",2020,0,"OKC","OKC-2020",-9
"610","CHO","86","DEN","100","202001150DEN",2020,1,"DEN","DEN-2020",14
"611","POR","117","HOU","107","202001150HOU",2020,0,"HOU","HOU-2020",-10
"612","DAL","127","SAC","123","202001150SAC",2020,0,"SAC","SAC-2020",-4
"613","ORL","119","LAL","118","202001150LAL",2020,0,"LAL","LAL-2020",-1
"614","PHO","121","NYK","98","202001160NYK",2020,0,"NYK","NYK-2020",-23
"615","BOS","123","MIL","128","202001160MIL",2020,1,"MIL","MIL-2020",5
"616","UTA","132","NOP","138","202001160NOP",2020,1,"NOP","NOP-2020",6
"617","DEN","134","GSW","131","202001160GSW",2020,0,"GSW","GSW-2020",-3
"618","ORL","95","LAC","122","202001160LAC",2020,1,"LAC","LAC-2020",27
"619","MIN","114","IND","116","202001170IND",2020,1,"IND","IND-2020",2
"620","CHI","89","PHI","100","202001170PHI",2020,1,"PHI","PHI-2020",11
"621","WAS","111","TOR","140","202001170TOR",2020,1,"TOR","TOR-2020",29
"622","CLE","109","MEM","113","202001170MEM",2020,1,"MEM","MEM-2020",4
"623","MIA","115","OKC","108","202001170OKC",2020,0,"OKC","OKC-2020",-7
"624","ATL","121","SAS","120","202001170SAS",2020,0,"SAS","SAS-2020",-1
"625","POR","112","DAL","120","202001170DAL",2020,1,"DAL","DAL-2020",8
"626","LAC","133","NOP","130","202001180NOP",2020,0,"NOP","NOP-2020",-3
"627","MIL","117","BRK","97","202001180BRK",2020,0,"BRK","BRK-2020",-20
"628","PHO","123","BOS","119","202001180BOS",2020,0,"BOS","BOS-2020",-4
"629","DET","136","ATL","103","202001180ATL",2020,0,"ATL","ATL-2020",-33
